Barcode,Creditcard,TapAndGo,Asset_ID,Meter_ID,Location_Description,Latitude,Longitude,Location
MPM1805620,,Yes,1805620,377C,"Adderley Street between La Trobe Street and Jeffcott Street, approximately 20m NW of Rail Infrastructure, 1 Adderley Street, DOCKLANDS VIC 3008",-37.8132489,144.949899,"-37.8132489, 144.949899"
MPM1805621,,Yes,1805621,232B,"Batman Street between Spencer Street and King Street, approximately 14m NE of Samma Property Group, 17 Batman Street, WEST MELBOURNE VIC 3003",-37.8105705,144.9525191,"-37.8105705, 144.9525191"
MPM1805626,,Yes,1805626,379A,"King Street between Stanley Street and Roden Street, approximately 27m NE of 557 King Street, WEST MELBOURNE VIC 3003",-37.8066945,144.9504373,"-37.8066945, 144.9504373"
MPM1805628,,Yes,1805628,117C,"Rosslyn Street between Railway Place and Adderley Street, approximately 3m SE of 252-258 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8104353,144.9467363,"-37.8104353, 144.9467363"
MPM1805630,,Yes,1805630,379B,"King Street between Rosslyn Street and Stanley Street, approximately 5m South of Eades Park, 372-376 King Street, WEST MELBOURNE VIC 3003",-37.8074923,144.9512192,"-37.8074923, 144.9512192"
MPM1805632,,Yes,1805632,335A,"Stanley Street between King Street and Spencer Street, approximately 4m North of 71-73 Stanley Street, WEST MELBOURNE VIC 3003",-37.8083032,144.9492008,"-37.8083032, 144.9492008"
MPM1805638,,Yes,1805638,335D,"Stanley Street between King Street and Spencer Street, approximately 9m SW of Advance Automotive Pty Ltd, 82-86 Stanley Street, WEST MELBOURNE VIC 3003",-37.8079588,144.949307,"-37.8079588, 144.949307"
MPM1805640,,Yes,1805640,339D,"Rosslyn Street between King Street and Spencer Street, approximately 10m East of 112-114 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8085097,144.9506946,"-37.8085097, 144.9506946"
MPM1805642,,Yes,1805642,144C,"Railway Place between Hawke Street and Abbotsford Street, approximately 10m West of 78 Railway Place, WEST MELBOURNE VIC 3003",-37.8090232,144.9439039,"-37.8090232, 144.9439039"
MPM1805643,,Yes,1805643,144D,"Intersection of Railway Place and Hawke Street, approximately 36m South of 130 Hawke Street, WEST MELBOURNE VIC 3003",-37.8096163,144.9443824,"-37.8096163, 144.9443824"
MPM1805644,,Yes,1805644,144E,"Railway Place between Stanley Street and Roden Street, approximately 23m NW of 32 Railway Place, WEST MELBOURNE VIC 3003",-37.8103148,144.9449185,"-37.8103148, 144.9449185"
MPM1805648,,Yes,1805648,362B,"Rosslyn Street between William Street and Howard Street, approximately 32m West of Oxfam Australia, 355-365 William Street, WEST MELBOURNE VIC 3003",-37.8072385,144.9538369,"-37.8072385, 144.9538369"
MPM1805651,,Yes,1805651,219B,"William Street between Rosslyn Street and Victoria Street, approximately 11m SE of Howard and William Street Reserve, 383-389 William Street, WEST MELBOURNE VIC 3003",-37.8065724,144.9538903,"-37.8065724, 144.9538903"
MPM1805652,,Yes,1805652,219A,"William Street between Rosslyn Street and Victoria Street, approximately 4m NW of 474-476 William Street, WEST MELBOURNE VIC 3003",-37.806383,144.9540994,"-37.806383, 144.9540994"
MPM1805653,,Yes,1805653,380A,"Howard Street between Rosslyn Street and William Street, approximately 5m East of 13 Howard Street, WEST MELBOURNE VIC 3003",-37.8068951,144.9533469,"-37.8068951, 144.9533469"
MPM1805654,,Yes,1805654,175A,"Approximately 6m West of City of Melbourne, 325-341 Victoria Street, WEST MELBOURNE VIC 3003",-37.8053888,144.9502374,"-37.8053888, 144.9502374"
MPM1805661,,Yes,1805661,174D,"MacArthur Place North between Canning Street and Rathdowne Street, approximately 19m South of 64 MacArthur Place North, CARLTON VIC 3053",-37.7982043,144.9709913,"-37.7982043, 144.9709913"
MPM1805662,,Yes,1805662,201E,"Elizabeth Street between Queensberry Street and Pelham Street, approximately 5m SW of 676-682 Elizabeth Street, MELBOURNE VIC 3000",-37.8025968,144.9581115,"-37.8025968, 144.9581115"
MPM1805667,,Yes,1805667,149E,"Flemington Road between Brougham Street and Curran Street, approximately 54m NE of Hughenden, 271-275 Flemington Road, NORTH MELBOURNE VIC 3051",-37.7924987,144.9464426,"-37.7924987, 144.9464426"
MPM1805668,,Yes,1805668,300A,"Gatehouse Street between Flemington Road and Story Street, approximately 18m North of Parkville House Inc, 14-18 Gatehouse Street, PARKVILLE VIC 3052",-37.7960336,144.951793,"-37.7960336, 144.951793"
MPM1805669,,Yes,1805669,324B,"Leonard Street between Royal Parade and The Avenue, approximately 33m SW of Unilodge Park Avenue, 8 Leonard Street, PARKVILLE VIC 3052",-37.7877578,144.9582737,"-37.7877578, 144.9582737"
MPM1805672,,Yes,1805672,345C,"Flemington Road between Villiers Street and Harcourt Street, approximately 18m South of The University of Melbourne, Building 400, Veterinary Preclinical Sciences Building, 30 Flemington Road, PARKVILLE VIC 3052",-37.7978379,144.9531841,"-37.7978379, 144.9531841"
MPM1805678,,Yes,1805678,172A,"Berkeley Street between Queensberry Street and Pelham Street, approximately 7m SE of Scape Berkeley 1, 97-115 Berkeley Street, MELBOURNE VIC 3000",-37.8031365,144.9589253,"-37.8031365, 144.9589253"
MPM1805680,,Yes,1805680,172B,"Berkeley Street between Queensberry Street and Pelham Street, approximately 19m East of 85 Berkeley Street, MELBOURNE VIC 3000",-37.8034668,144.9592727,"-37.8034668, 144.9592727"
MPM1805683,,Yes,1805683,261D,"Elizabeth Street between Victoria Street and Queensberry Street, approximately 12m North of 551-573 Elizabeth Street, MELBOURNE VIC 3000",-37.8049761,144.9585989,"-37.8049761, 144.9585989"
MPM1805685,,Yes,1805685,220A,"Queensberry Street between Cobden Street and Peel Street, approximately 8m SE of Northside Cycles, Ground 334-336 Queensberry Street, NORTH MELBOURNE VIC 3051",-37.8037682,144.9570258,"-37.8037682, 144.9570258"
MPM1805686,,Yes,1805686,220B,"Queensberry Street between Cobden Street and Peel Street, approximately 3m NE of Foursight Architects Pty Ltd, 333 Queensberry Street, NORTH MELBOURNE VIC 3051",-37.8039847,144.9570023,"-37.8039847, 144.9570023"
MPM1805687,,Yes,1805687,886E,"Grey Street between Powlett Street and Clarendon Street, approximately 16m East of St Vincent's Private Hospital Parking, 94-106 Grey Street, EAST MELBOURNE VIC 3002",-37.8116936,144.9852822,"-37.8116936, 144.9852822"
MPM1805689,,Yes,1805689,307B,"Barry Street between Leicester Street and Pelham Street, approximately 18m NW of Gnd & Flr1 34-40 Barry Street, CARLTON VIC 3053",-37.803087,144.9599363,"-37.803087, 144.9599363"
MPM1805690,,Yes,1805690,308C,"Leicester Street between Berkeley Street and Queensberry Street, approximately 9m SW of The Hon Samantha Ratnam, Suite G1, Ground 60 Leicester Street, CARLTON VIC 3053",-37.8049823,144.9603038,"-37.8049823, 144.9603038"
MPM1805697,,Yes,1805697,228D,"Bouverie Street between Victoria Street and Queensberry Street, approximately 18m North of 46-78 Bouverie Street, CARLTON VIC 3053",-37.8049172,144.961834,"-37.8049172, 144.961834"
MPM1805701,,Yes,1805701,364C,"Bouverie Street between Pelham Street and Lincoln Square North, approximately 8m North of Australian College Of Sport And Fitness, Level 1, 183-189 Bouverie Street, CARLTON VIC 3053",-37.8020222,144.96205,"-37.8020222, 144.96205"
MPM1805703,,Yes,1805703,262D,"Swanston Street between Queensberry Street and Lincoln Square South, approximately 4m NW of Scape Lincoln Square, 562 Swanston Street, CARLTON VIC 3053",-37.8034852,144.9635891,"-37.8034852, 144.9635891"
MPM1805704,,Yes,1805704,228C,"Bouverie Street between Victoria Street and Queensberry Street, approximately 17m South of 21-25 Bouverie Street, CARLTON VIC 3053",-37.8059902,144.9613717,"-37.8059902, 144.9613717"
MPM1805705,,Yes,1805705,365F,"Bouverie Street between Lincoln Square South and Pelham Street, approximately 27m East of Carpark Ground 165 Bouverie Street, CARLTON VIC 3053",-37.8028082,144.962196,"-37.8028082, 144.962196"
MPM1805711,,Yes,1805711,262C,"Swanston Street between Lincoln Square South and Pelham Street, approximately 28m West of Voyager Distributing Company Pty Ltd, 586-590 Swanston Street, CARLTON VIC 3053",-37.8029717,144.9633964,"-37.8029717, 144.9633964"
MPM1805713,,Yes,1805713,296C,"Cardigan Street between Argyle Place North and Grattan Street, approximately 11m South of 245 Cardigan Street, CARLTON VIC 3053",-37.8011263,144.9652163,"-37.8011263, 144.9652163"
MPM1805715,,Yes,1805715,296D,"Cardigan Street between Argyle Place North and Grattan Street, approximately 6m North of The University of Melbourne, 138-146 Cardigan Street, CARLTON VIC 3053",-37.8016436,144.965417,"-37.8016436, 144.965417"
MPM1805717,Yes,Yes,1805717,962A,"Saint Mangos Lane between Docklands Drive and Caravel Lane, approximately 18m West of V & V Mart, Ground 10 Saint Mangos Lane, DOCKLANDS VIC 3008",-37.8139579,144.9411531,"-37.8139579, 144.9411531"
MPM1805719,Yes,Yes,1805719,638B,"Bourke Street between Elizabeth Street and Queen Street, approximately 8m West of 423-447 Bourke Street, MELBOURNE VIC 3000",-37.8148906,144.9614044,"-37.8148906, 144.9614044"
MPM1805721,Yes,Yes,1805721,680D,"A'Beckett Street between Wills Street and Queen Street, approximately 22m South of Parlance Coffee, Shop 198 A'Beckett Street, MELBOURNE VIC 3000",-37.8103195,144.957479,"-37.8103195, 144.957479"
MPM1805725,Yes,Yes,1805725,968B,"Waterfront Way between Footscray Road and Docklands Drive, approximately 16m East of 89 Waterfront Way, DOCKLANDS VIC 3008",-37.8124513,144.9387562,"-37.8124513, 144.9387562"
MPM1805726,,Yes,1805726,813A,"Commercial Road between St Kilda Road and Punt Road, approximately 28m West of Parkview Dental, Suite 1, 20 Commercial Road, MELBOURNE VIC 3004",-37.8448823,144.9797697,"-37.8448823, 144.9797697"
MPM1805730,,Yes,1805730,810A,"High Street between St Kilda Road and Punt Road, approximately 74m East of Victorian College For The Deaf, Part Ground 597 St Kilda Road, MELBOURNE VIC 3004",-37.8502725,144.9817561,"-37.8502725, 144.9817561"
MPM1805731,,Yes,1805731,810B,High Street between St Kilda Road and Punt Road,-37.8504273,144.9829667,"-37.8504273, 144.9829667"
MPM1805738,,Yes,1805738,819B,"Domain Road between St Kilda Road and Dallas Brooks Drive, approximately 11m East of Melbourne Grammar School, Senior School, Melbourne Grammar School, 47 Domain Road, MELBOURNE VIC 3004",-37.8333686,144.9760218,"-37.8333686, 144.9760218"
MPM1805744,,Yes,1805744,822C,"Kings Domain South, approximately 91m North of United Places Botanic Gardens, Office 159 Domain Road, SOUTH YARRA VIC 3141",-37.8332861,144.9815718,"-37.8332861, 144.9815718"
MPM1805746,,Yes,1805746,823B,"Birdwood Avenue between Dallas Brooks Drive and Domain Road, approximately 85m South of F Gate Lodge, Royal Botanic Gardens Victoria, 74 Birdwood Avenue, MELBOURNE VIC 3004",-37.8319099,144.9775979,"-37.8319099, 144.9775979"
MPM1805747,,Yes,1805747,823E,"Kings Domain South, approximately 60m SW of The Nursery and Works Yard, Royal Botanic Gardens Victoria, 48 Birdwood Avenue, MELBOURNE VIC 3004",-37.8328279,144.9785702,"-37.8328279, 144.9785702"
MPM1805752,,Yes,1805752,825D,Kings Domain South,-37.8281272,144.9735109,"-37.8281272, 144.9735109"
MPM1805753,,Yes,1805753,879A,"Albert Street between Simpson Street and Powlett Street, approximately 31m South of 128 Albert Street, EAST MELBOURNE VIC 3002",-37.8109245,144.9870147,"-37.8109245, 144.9870147"
MPM1805755,,Yes,1805755,828B,Linlithgow Avenue between St Kilda Road and Government House Drive,-37.8253828,144.972345,"-37.8253828, 144.972345"
MPM1805756,,Yes,1805756,829B,Linlithgow Avenue between St Kilda Road and Government House Drive,-37.8238828,144.9713835,"-37.8238828, 144.9713835"
MPM1805757,,Yes,1805757,829C,Kings Domain,-37.824137,144.9717063,"-37.824137, 144.9717063"
MPM1805759,,Yes,1805759,835B,"Boathouse Drive between St Kilda Road and Alexandra Avenue, approximately 99m East of Residence Alexandra Gardens, Alexandra Avenue, MELBOURNE VIC 3004",-37.8205992,144.9739037,"-37.8205992, 144.9739037"
MPM1805762,,Yes,1805762,771B,"St Kilda Road between Grant Street and Wadey Street, approximately 69m NE of Part Suite 1, Ground 250 St Kilda Road, SOUTHBANK VIC 3006",-37.8253518,144.9713411,"-37.8253518, 144.9713411"
MPM1805763,,Yes,1805763,775A,"St Kilda Road between Anzac Avenue and Coventry Street, approximately 63m South of Shrine of Remembrance Reserve, 1 Anzac Avenue, MELBOURNE VIC 3004",-37.8277523,144.9717077,"-37.8277523, 144.9717077"
MPM1805767,,Yes,1805767,800C,"St Kilda Road between Moubray Street and High Street, approximately 78m South of Wesley College Melbourne, Wesley College, 567-581 St Kilda Road, MELBOURNE VIC 3004",-37.8493462,144.9806196,"-37.8493462, 144.9806196"
MPM1805768,,Yes,1805768,801A,"St Kilda Road between Commercial Road and Moubray Street, approximately 41m South of Rosco's @ Chevron, 525 St Kilda Road, MELBOURNE VIC 3004",-37.8457364,144.9791418,"-37.8457364, 144.9791418"
MPM1805769,,Yes,1805769,801B,"St Kilda Road between Commercial Road and Moubray Street, approximately 43m South of Rosco's @ Chevron, 525 St Kilda Road, MELBOURNE VIC 3004",-37.8457584,144.9793226,"-37.8457584, 144.9793226"
MPM1805775,,Yes,1805775,803C,"St Kilda Road between Slater Street and Armadale Street, approximately 11m NW of Just Group Cafe, Ground 457 St Kilda Road, MELBOURNE VIC 3004",-37.8405264,144.9774026,"-37.8405264, 144.9774026"
MPM1805776,,Yes,1805776,804C,"St Kilda Road between Toorak Road and Slater Street, approximately 24m West of Secure Parking, Basement 1-2, 417 St Kilda Road, MELBOURNE VIC 3004",-37.8377454,144.9762088,"-37.8377454, 144.9762088"
MPM1805777,,Yes,1805777,804D,"St Kilda Road between Toorak Road and Slater Street, approximately 26m NW of Japan Inn Gourmet Sushi, Suite 1, Ground 431 St Kilda Road, MELBOURNE VIC 3004",-37.8386207,144.9767035,"-37.8386207, 144.9767035"
MPM1805782,,Yes,1805782,857F,"Lansdowne Street between Wellington Parade and St Andrews Place, approximately 68m NW of Lodge, Fitzroy Gardens, 298 Wellington Parade, EAST MELBOURNE VIC 3002",-37.8148382,144.9773395,"-37.8148382, 144.9773395"
MPM1805791,,Yes,1805791,854A,"Wellington Parade between Lansdowne Street and Spring Street, approximately 98m North of 289 Wellington Parade South, EAST MELBOURNE VIC 3002",-37.8152429,144.9757793,"-37.8152429, 144.9757793"
MPM1805794,,Yes,1805794,870B,"Albert Street between Clarendon Street and Eades Street, approximately 69m West of College House, 250-260 Albert Street, EAST MELBOURNE VIC 3002",-37.8101232,144.9817886,"-37.8101232, 144.9817886"
MPM1805795,,Yes,1805795,868A,"Albert Street between Morrison Place and Lansdowne Street, approximately 32m South of 2-6 Morrison Place, EAST MELBOURNE VIC 3002",-37.8097838,144.9767352,"-37.8097838, 144.9767352"
MPM1805797,,Yes,1805797,472A,"Lygon Street between Lytton Street and Princes Street, approximately 8m South of VicRoads, 459 Lygon Street, CARLTON VIC 3053",-37.7933997,144.9680544,"-37.7933997, 144.9680544"
MPM1805799,,Yes,1805799,476B,Lygon Street between Princes Street and Macpherson Street,-37.7885764,144.9688824,"-37.7885764, 144.9688824"
MPM1805800,,Yes,1805800,473B,"Swanston Street between Elgin Street and College Crescent, approximately 27m West of 928 Swanston Street, CARLTON VIC 3053",-37.7946478,144.9648436,"-37.7946478, 144.9648436"
MPM1805801,,Yes,1805801,877A,"Clarendon Street between George Street and Hotham Street, approximately 29m West of Vizard Foundation House, 68-70 Clarendon Street, EAST MELBOURNE VIC 3002",-37.8143454,144.9827414,"-37.8143454, 144.9827414"
MPM1805803,,Yes,1805803,486D,"College Crescent between Royal Parade and Cemetery Road West, approximately 54m East of University College, 40 College Crescent, PARKVILLE VIC 3052",-37.7921221,144.9605998,"-37.7921221, 144.9605998"
MPM1805806,,Yes,1805806,482E,Bowen Crescent between Garton Street and Park Street,-37.7821364,144.9634016,"-37.7821364, 144.9634016"
MPM1805809,,Yes,1805809,479D,"Princes Park, approximately 95m North of The Centre For Theology & Ministry, Centre for Theology & Ministry, 29 College Crescent, PARKVILLE VIC 3052",-37.791192,144.9617313,"-37.791192, 144.9617313"
MPM1805811,,Yes,1805811,817D,"Bromby Street between Adams Street and Arnold Street, approximately 17m North of 33 Bromby Street, SOUTH YARRA VIC 3141",-37.8349694,144.9772495,"-37.8349694, 144.9772495"
MPM1805812,,Yes,1805812,479B,Princes Park,-37.7897476,144.9618942,"-37.7897476, 144.9618942"
MPM1805819,,Yes,1805819,482C,Bowen Crescent between Garton Street and Park Street,-37.7805092,144.9626961,"-37.7805092, 144.9626961"
MPM1805824,,Yes,1805824,488A,"Royal Parade between Ievers Street and Walker Street, approximately 74m NE of The Parkmore Hotel, 419-443 Royal Parade, PARKVILLE VIC 3052",-37.7825512,144.9598876,"-37.7825512, 144.9598876"
MPM1805833,,Yes,1805833,853C,"Wellington Parade South between Wellington Crescent and Flinders Street, approximately 30m NE of 289 Wellington Parade South, EAST MELBOURNE VIC 3002",-37.8159656,144.9758093,"-37.8159656, 144.9758093"
MPM1805838,,Yes,1805838,862B,"Parliament Place between St Andrews Place and Gisborne Street, approximately 13m North of Burston Reserve, 1-33 Parliament Place, EAST MELBOURNE VIC 3002",-37.8112216,144.9754101,"-37.8112216, 144.9754101"
MPM1805839,,Yes,1805839,860A,"St Andrews Place between Lansdowne Street and MacArthur Street, approximately 20m SE of Tram Shelter, 11 MacArthur Street, EAST MELBOURNE VIC 3002",-37.8117526,144.9751367,"-37.8117526, 144.9751367"
MPM1805846,,Yes,1805846,864A,"Gisborne Street between Cathedral Place and Albert Street, approximately 37m East of Heaven At The Hill, Part Ground 15 Gisborne Street, EAST MELBOURNE VIC 3002",-37.8100432,144.9757581,"-37.8100432, 144.9757581"
MPM1805848,,Yes,1805848,834B,"Kings Domain, approximately 59m West of City of Melbourne, Alexandra Park, Alexandra Avenue, MELBOURNE VIC 3004",-37.8245062,144.977365,"-37.8245062, 144.977365"
MPM1805849,,Yes,1805849,833A,Alexandra Avenue between Swan Street Bridge and Anderson Street,-37.8256552,144.97854,"-37.8256552, 144.97854"
MPM1805850,,Yes,1805850,833B,Kings Domain,-37.8259412,144.978555,"-37.8259412, 144.978555"
MPM1805852,,Yes,1805852,831E,Alexandra Park,-37.8280582,144.983621,"-37.8280582, 144.983621"
MPM1805861,,Yes,1805861,892A,"Victoria Parade Reserve, approximately 19m North of Woollahra, 540 Victoria Parade, EAST MELBOURNE VIC 3002",-37.809831,144.9895498,"-37.809831, 144.9895498"
MPM1805863,,Yes,1805863,896A,"Victoria Parade between Eades Street and Lansdowne Street, approximately 3m NE of Melbourne Archdiocese Catholic Schools Ltd, 224-230 Victoria Parade, EAST MELBOURNE VIC 3002",-37.8088871,144.9795106,"-37.8088871, 144.9795106"
MPM1805865,,Yes,1805865,493C,"Intersection of Royal Parade and Story Street, approximately 25m West of Grainger Museum, Part Grainger Museum Building 140, 48 Royal Parade, PARKVILLE VIC 3010",-37.7972774,144.9581173,"-37.7972774, 144.9581173"
MPM1805867,,Yes,1805867,492A,"Royal Parade between Bayles Street and Degraves Street, approximately 39m North of Trinity College, 100 Royal Parade, PARKVILLE VIC 3052",-37.7944363,144.9584424,"-37.7944363, 144.9584424"
MPM1805872,,Yes,1805872,896C,"Victoria Parade between Eades Street and Lansdowne Street, approximately 8m NW of Catholic Theological College, Thomas Carr Centre, 256-278 Victoria Parade, EAST MELBOURNE VIC 3002",-37.8090355,144.9808319,"-37.8090355, 144.9808319"
MPM1805873,,Yes,1805873,834A,"Alexandra Avenue between Swan Street Bridge and Anderson Street, approximately 94m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, MELBOURNE VIC 3004",-37.8241252,144.977213,"-37.8241252, 144.977213"
MPM1805876,,Yes,1805876,346C,"Chetwynd Street between Stanley Street and Victoria Street, approximately 28m East of 15-19 Chetwynd Street, WEST MELBOURNE VIC 3003",-37.8060932,144.9522407,"-37.8060932, 144.9522407"
MPM1805879,,Yes,1805879,347A,"Capel Street between William Street and Victoria Street, approximately 3m East of 87 Capel Street, WEST MELBOURNE VIC 3003",-37.8060995,144.9549695,"-37.8060995, 144.9549695"
MPM1805881,,Yes,1805881,347C,"Capel Street between William Street and Victoria Street, approximately 5m NE of 37 Capel Street, WEST MELBOURNE VIC 3003",-37.8071729,144.9547857,"-37.8071729, 144.9547857"
MPM1805882,,Yes,1805882,277A,"Approximately 10m South of 571-573 Queensberry Street, NORTH MELBOURNE VIC 3051",-37.8031492,144.9483761,"-37.8031492, 144.9483761"
MPM1805883,,Yes,1805883,301C,"Howard Street between Victoria Street and Queensberry Street, approximately 7m North of Le Bajo, Ground 8-14 Howard Street, NORTH MELBOURNE VIC 3051",-37.805023,144.9539333,"-37.805023, 144.9539333"
MPM1805887,,Yes,1805887,215A,"Errol Street between Victoria Street and Queensberry Street, approximately 5m East of Ground 59 Errol Street, NORTH MELBOURNE VIC 3051",-37.8037009,144.9493864,"-37.8037009, 144.9493864"
MPM1805889,,Yes,1805889,328A,"Chetwynd Street between Victoria Street and Queensberry Street, approximately 6m SE of 87-91 Chetwynd Street, NORTH MELBOURNE VIC 3051",-37.8039934,144.9523308,"-37.8039934, 144.9523308"
MPM1805892,,Yes,1805892,330D,"Blackwood Street between Flemington Road and Courtney Street, approximately 28m SE of Sinjeon, 31 Blackwood Street, NORTH MELBOURNE VIC 3051",-37.8011062,144.9555197,"-37.8011062, 144.9555197"
MPM1805893,,Yes,1805893,224B,"Orr Street between Victoria Street and Earl Street, approximately 7m North of Royal Melbourne Institute Of Technology, 15 Orr Street, CARLTON VIC 3053",-37.8063042,144.9651702,"-37.8063042, 144.9651702"
MPM1805896,,Yes,1805896,301A,"Howard Street between Victoria Street and Queensberry Street, approximately 3m NW of Emotional Growth Family Psychology Clinic, Unit 1, Ground 50-52 Howard Street, NORTH MELBOURNE VIC 3051",-37.8041186,144.954097,"-37.8041186, 144.954097"
MPM1805898,,Yes,1805898,215D,"Errol Street between Victoria Street and Queensberry Street, approximately 5m West of The Paw Principality, Shop 60 Errol Street, NORTH MELBOURNE VIC 3051",-37.8037158,144.9496247,"-37.8037158, 144.9496247"
MPM1805900,,Yes,1805900,108A,"Park Street between Oak Street and West Coburg Tramway, approximately 59m East of Parkville Youth Justice Precinct, 900 Park Street, PARKVILLE VIC 3052",-37.7765084,144.9464781,"-37.7765084, 144.9464781"
MPM1805906,,Yes,1805906,331A,"Villiers Street between Flemington Road and Courtney Street, approximately 3m East of 17 Villiers Street, NORTH MELBOURNE VIC 3051",-37.7998044,144.952516,"-37.7998044, 144.952516"
MPM1805910,,Yes,1805910,330C,"Blackwood Street between Flemington Road and Courtney Street, approximately 7m South of 27 Blackwood Street, NORTH MELBOURNE VIC 3051",-37.8010537,144.9551877,"-37.8010537, 144.9551877"
MPM1805911,,Yes,1805911,190A,"O'Connell Street between Queensberry Street and Peel Street, approximately 44m West of CSL Limited, 655 Elizabeth Street, MELBOURNE VIC 3000",-37.8026649,144.9569458,"-37.8026649, 144.9569458"
MPM1843072,Yes,Yes,1843072,750B,"Whiteman Street between West Gate Freeway and Clarendon Street, approximately 33m SE of Normanby Road Reserve, 17-79 Normanby Road, SOUTHBANK VIC 3006",-37.826767,144.9555747,"-37.826767, 144.9555747"
MPM1843076,Yes,Yes,1843076,749B,"Clarendon Street between Haig Street and City Road, approximately 25m NE of Unit 101, Ground 45 Haig Street, SOUTHBANK VIC 3006",-37.8269237,144.9576222,"-37.8269237, 144.9576222"
MPM1843078,Yes,Yes,1843078,509A,"Exhibition Street between Collins Street and Little Collins Street, approximately 27m NE of Georg Jensen, 87 Exhibition Street, MELBOURNE VIC 3000",-37.8135491,144.9713868,"-37.8135491, 144.9713868"
MPM1851920,Yes,Yes,1851920,853D,"Wellington Parade South between Wellington Crescent and Flinders Street, approximately 4m East of 233 Wellington Parade South, EAST MELBOURNE VIC 3002",-37.8162443,144.9766644,"-37.8162443, 144.9766644"
MPM1851921,Yes,Yes,1851921,852B,"Wellington Parade South between Wellington Crescent and Flinders Street, approximately 20m NE of 227 Wellington Parade South, EAST MELBOURNE VIC 3002",-37.8161304,144.9770093,"-37.8161304, 144.9770093"
MPM1851922,Yes,Yes,1851922,852D,"Wellington Parade South between Wellington Crescent and Flinders Street, approximately 30m West of Unit 19-20, 201 Wellington Parade South, EAST MELBOURNE VIC 3002",-37.8164221,144.9779565,"-37.8164221, 144.9779565"
MPM1851923,Yes,Yes,1851923,228B,"Bouverie Street between Victoria Street and Queensberry Street, approximately 7m North of Icake, 44 Bouverie Street, CARLTON VIC 3053",-37.8053829,144.9617533,"-37.8053829, 144.9617533"
MPM1851929,Yes,Yes,1851929,873A,"Clarendon Street between Grey Street and Albert Street, approximately 52m SW of Epworth Medical Imaging, 117 Albert Street, EAST MELBOURNE VIC 3002",-37.8108132,144.9836262,"-37.8108132, 144.9836262"
MPM1851934,Yes,Yes,1851934,222A,"O'Connell Street between Victoria Street and Queensberry Street, approximately 17m NE of Cafe On O'Connell Pty Ltd, Unit 30, Ground 1 O'Connell Street, NORTH MELBOURNE VIC 3051",-37.8057166,144.9583486,"-37.8057166, 144.9583486"
MPM1851937,Yes,Yes,1851937,802F,"St Kilda Road between Armadale Street and Commercial Road, approximately 7m SW of Flat 1, Ground 485-489 St Kilda Road, MELBOURNE VIC 3004",-37.8426489,144.9781737,"-37.8426489, 144.9781737"
MPM1851938,Yes,Yes,1851938,802G,"St Kilda Road between Armadale Street and Commercial Road, approximately 23m South of Pinnacle Medical Imaging, Part Ground 509 St Kilda Road, MELBOURNE VIC 3004",-37.844239,144.9787412,"-37.844239, 144.9787412"
MPM1851943,Yes,Yes,1851943,209B,"Bedford Street between Courtney Street and Peel Street, approximately 17m SE of Campus Services, 13-21 Bedford Street, NORTH MELBOURNE VIC 3051",-37.8021954,144.9560867,"-37.8021954, 144.9560867"
MPM1851944,Yes,Yes,1851944,273B,"Courtney Street between Queensberry Street and Howard Street, approximately 34m West of Australian National College Pty Ltd, Ground 182 Capel Street, NORTH MELBOURNE VIC 3051",-37.8032832,144.9554046,"-37.8032832, 144.9554046"
MPM1851946,Yes,Yes,1851946,773A,St Kilda Road between Dorcas Street and Domain Road,-37.830617,144.9716406,"-37.830617, 144.9716406"
MPM1860388,Yes,Yes,1860388,602A,"Flinders Street between Russell Street and Swanston Street, approximately 7m East of St Pauls Cathedral, 202 Flinders Street, MELBOURNE VIC 3000",-37.817209,144.9679214,"-37.817209, 144.9679214"
MPM1860394,Yes,Yes,1860394,628A,"Little Collins Street between Russell Street and Swanston Street, approximately 3m North of Mouche, Shop 215 Little Collins Street, MELBOURNE VIC 3000",-37.8142779,144.9669801,"-37.8142779, 144.9669801"
MPM1860396,Yes,Yes,1860396,636A,"Bourke Street between Russell Street and Swanston Street, approximately 11m SE of JB Hi-Fi, Basement 206 Bourke Street, MELBOURNE VIC 3000",-37.8130395,144.9670737,"-37.8130395, 144.9670737"
MPM1860398,Yes,Yes,1860398,602B,"Flinders Street between Russell Street and Swanston Street, approximately 5m SW of Wilson Parking, Carpark Flinders Gate, 172-192 Flinders Street, MELBOURNE VIC 3000",-37.8169863,144.9686845,"-37.8169863, 144.9686845"
MPM1860402,Yes,Yes,1860402,626B,"Little Collins Street between Spring Street and Exhibition Street, approximately 4m NW of Temaki Sushi, 15 Little Collins Street, MELBOURNE VIC 3000",-37.8125285,144.9729346,"-37.8125285, 144.9729346"
MPM1860407,Yes,Yes,1860407,538B,"Bond Street between Flinders Street and Flinders Lane, approximately 11m SW of Bond Street Car Park, 16-24 Bond Street, MELBOURNE VIC 3000",-37.8183189,144.9627987,"-37.8183189, 144.9627987"
